id,created_at,name,canonical,name_clean,sources,count,lobby_count,amount,amount_bc,example
4093,2024-07-29 17:33:19.992174+00,SNC LAVALIN OPERATIONS MAINTENANCE SNC LAVALIN OPERATIONS MAINTENANCE,1,SNC LAVALIN OPERATIONS MAINTENANCE SNC LAVALIN OPERATIONS MAINTENANCE,"[""fd""]",0,3,0,null,Snc Lavalin Operations And Maintenance Inc / Snc Lavalin Operations And Maintenance Inc
4095,2024-07-29 17:33:19.992174+00,ATKINSREALIS FORMERLY SNCLAVALIN,1,ATKINSREALIS FORMERLY SNCLAVALIN,"[""on""]",0,1,0,null,Atkinsrealis (Formerly Snc-Lavalin Inc.)
4096,2024-07-29 17:33:34.946852+00,SNCLAVALIN HARDESTY HANOVER IN JOINT VENTURE,1,SNCLAVALIN HARDESTY HANOVER IN JOINT VENTURE,"[""fd""]",1,0,0,null,"SNC-LAVALIN INC., Hardesty & Hanover, LLC, IN JOINT VENTURE"
4097,2024-07-29 17:34:08.982462+00,ATKINSREALIS GROUP,1,ATKINSREALIS GROUP,"[""bc""]",0,1,0,0,Atkinsréalis Group Inc.
4098,2024-07-29 17:35:38.716471+00,ATKINS,1,ATKINS,"[""fd""]",1,0,48773.33,null,ATKINS
4099,2024-07-29 17:36:43.263523+00,CANDU ENERGY,1,CANDU ENERGY,"[""fd"",""on""]",2,14,35350,null,Candu Energy Inc.
4100,2024-07-29 17:36:43.263523+00,CANDU ENERGY CANDU ENERGIE,1,CANDU ENERGY CANDU ENERGIE,"[""fd""]",0,7,0,null,Candu Energy Inc. / Candu Énergie
83,2024-07-10 19:40:21.276395+00,BOMBARDIER,3,BOMBARDIER,"[""bc"",""fd"",""on"",""qc""]",524,160,20671408.24,0,BOMBARDIER INC
84,2024-07-10 19:40:21.276395+00,BOMBARDIER MAT,3,BOMBARDIER MAT,"[""fd""]",1,0,0,null,Bombardier MAT inc.
85,2024-07-10 19:40:21.276395+00,BOMBARDIER CSC,3,BOMBARDIER CSC,"[""fd""]",7,0,17356924,null,Bombardier CSC
86,2024-07-10 19:40:21.276395+00,BOMBARDIER MOTOR,3,BOMBARDIER MOTOR,"[""fd""]",8,0,228922.08,null,BOMBARDIER MOTOR CORPORATION
87,2024-07-10 19:40:21.276395+00,BAOMBARDIER,3,BAOMBARDIER,"[""fd""]",1,0,10361.13,null,BAOMBARDIER
580,2024-07-15 15:36:08.87961+00,BOMBARDIER BOMBARDIER,3,BOMBARDIER BOMBARDIER,"[""fd""]",0,14,0,null,Bombardier Inc. / Bombardier Inc.
581,2024-07-15 15:36:08.87961+00,BOMBARIER,3,BOMBARIER,"[""fd""]",1,0,32222.76,null,BOMBARIER
582,2024-07-15 15:36:08.87961+00,BOMBARDIER CAPITAL,3,BOMBARDIER CAPITAL,"[""fd""]",1,0,23021.89,null,Bombardier Capital Ltd.
583,2024-07-15 15:36:08.87961+00,BOMBERDIER,3,BOMBERDIER,"[""fd""]",1,0,11943.22,null,Bomberdier Inc
584,2024-07-15 15:36:08.87961+00,BOMBARDIER AEROSPACE,3,BOMBARDIER AEROSPACE,"[""fd""]",3,0,87332.06,null,BOMBARDIER AEROSPACE
585,2024-07-15 15:36:08.87961+00,BOMBARDIER AERONAUTIQUE,3,BOMBARDIER AERONAUTIQUE,"[""fd"",""on""]",0,10,0,null,Bombardier Aeronautique
586,2024-07-15 15:36:08.87961+00,BOMBARDIER TRANSPORTATION,3,BOMBARDIER TRANSPORTATION,"[""bc"",""on""]",0,8,0,0,Bombardier Transportation
587,2024-07-15 15:36:08.87961+00,BOMBARDIER TRANSPORTATION BOMBARDIER TRANSPORT,3,BOMBARDIER TRANSPORTATION BOMBARDIER TRANSPORT,"[""fd""]",0,2,0,null,Bombardier Transportation / Bombardier Transport
588,2024-07-15 15:36:08.87961+00,BOMBARDIER SPECIALIZED AIRCRAFT,3,BOMBARDIER SPECIALIZED AIRCRAFT,"[""fd""]",0,3,0,null,Bombardier Specialized Aircraft
589,2024-07-15 15:36:08.87961+00,BOMBARDIER TRANSPORTATION CANADA,3,BOMBARDIER TRANSPORTATION CANADA,"[""fd"",""on""]",1,3,559308.74,null,Bombardier Transportation Canada Inc. 
590,2024-07-15 15:36:08.87961+00,BOMBARDIER MASS TRANSIT DIVISION,3,BOMBARDIER MASS TRANSIT DIVISION,"[""fd""]",46,0,88021520.06,null,Bombardier Inc. Mass Transit Division
591,2024-07-15 15:36:08.87961+00,BOMBARDIER AEROSPACE DEFENCE SERVICES NFTC,3,BOMBARDIER AEROSPACE DEFENCE SERVICES NFTC,"[""fd""]",9,0,3060000,null,Bombardier Aerospace Defence Services NFTC
90,2024-07-10 20:09:40.66613+00,PLEIAD CANADA,4,PLEIAD CANADA,"[""fd""]",325,0,16845574.71,null,PLEIAD CANADA INC.
91,2024-07-11 14:40:29.462268+00,PLEIAD CA,4,PLEIAD CA,"[""fd""]",6,0,994400,null,Pleiad CA Inc.
92,2024-07-11 14:40:29.462268+00,PLEIAD CANDA,4,PLEIAD CANDA,"[""fd""]",1,0,0,null,Pleiad Canda Inc.
93,2024-07-11 15:45:19.25369+00,NORTHERN MICRO,5,NORTHERN MICRO,"[""bc"",""fd""]",5477,5,547729704.5,2336984.3,NORTHERN MICRO INC.
94,2024-07-11 15:45:19.25369+00,NORTHERN MICRO NC,5,NORTHERN MICRO NC,"[""fd""]",1,0,0,null,Northern Micro nc
95,2024-07-11 15:45:19.25369+00,NORTHER MICRO,5,NORTHER MICRO,"[""fd""]",10,0,67908.97,null,NORTHER MICRO
96,2024-07-11 15:45:19.25369+00,SSC NORTHERN MICRO,5,SSC NORTHERN MICRO,"[""fd""]",1,0,42627.12,null,SSC - Northern Micro Inc.
97,2024-07-11 15:45:19.25369+00,NORTHERM MICRO,5,NORTHERM MICRO,"[""fd""]",1,0,0,null,NORTHERM MICRO
616,2024-07-15 16:33:09.479253+00,NORTHERN MICRO INCL,5,NORTHERN MICRO INCL,"[""fd""]",1,0,0,null,Northern Micro Incl
617,2024-07-15 16:33:09.479253+00,NOERTHERN MICRO,5,NOERTHERN MICRO,"[""fd""]",1,0,24985.8,null,NOERTHERN MICRO
618,2024-07-15 16:33:09.479253+00,NORTHEM MICRO,5,NORTHEM MICRO,"[""fd""]",1,0,0,null,Northem Micro Inc.
619,2024-07-15 16:33:09.479253+00,NOTHERN MICRO,5,NOTHERN MICRO,"[""fd""]",25,0,870423.65,null,Nothern Micro
620,2024-07-15 16:33:09.479253+00,NORTHERN MICO,5,NORTHERN MICO,"[""fd""]",2,0,0,null,Northern Mico
621,2024-07-15 16:33:09.479253+00,NORTHEN MICRO,5,NORTHEN MICRO,"[""fd""]",10,0,72455.44,null,Northen Micro
622,2024-07-15 16:33:09.479253+00,NORTERN MICRO,5,NORTERN MICRO,"[""fd""]",2,0,10541.27,null,Nortern Micro 
623,2024-07-15 16:33:09.479253+00,160267 NORTHERN MICRO,5,160267 NORTHERN MICRO,"[""fd""]",1,0,0,null,160267 NORTHERN MICRO INC.
624,2024-07-15 16:33:09.479253+00,NORTHENR MICRO,5,NORTHENR MICRO,"[""fd""]",2,0,15824.69,null,NORTHENR MICRO
625,2024-07-15 16:33:09.479253+00,NORTHERN MIVRO,5,NORTHERN MIVRO,"[""fd""]",1,0,0,null,NORTHERN MIVRO
626,2024-07-15 16:33:09.479253+00,NORTHERN MOCRO,5,NORTHERN MOCRO,"[""fd""]",1,0,0,null,Northern Mocro
627,2024-07-15 16:33:09.479253+00,NORTHERN MICOR,5,NORTHERN MICOR,"[""fd""]",3,0,33865.54,null,NORTHERN MICOR 
628,2024-07-15 16:33:09.479253+00,NORTHERN MICRO VIA SSC,5,NORTHERN MICRO VIA SSC,"[""fd""]",1,0,0,null,Northern Micro (via SSC)
629,2024-07-15 16:33:09.479253+00,NORTHERN MIRCO,5,NORTHERN MIRCO,"[""fd""]",1,0,0,null,Northern Mirco
630,2024-07-15 16:33:09.479253+00,NORHTERN MICRO,5,NORHTERN MICRO,"[""fd""]",3,0,14766.16,null,NORHTERN MICRO
631,2024-07-15 16:33:09.479253+00,NORTHERN MICRO CARE XEROX,5,NORTHERN MICRO CARE XEROX,"[""fd""]",1,0,224681.57,null,Northern Micro (care of Xerox)
632,2024-07-15 16:33:09.479253+00,NORTHERN MICRO HEADQUARTER,5,NORTHERN MICRO HEADQUARTER,"[""fd""]",2,0,65602,null,Northern Micro Headquarter
633,2024-07-15 16:33:09.479253+00,NOTHEN MICRO,5,NOTHEN MICRO,"[""fd""]",1,0,0,null,Nothen Micro
98,2024-07-11 16:09:34.052897+00,MCKESSON CANADA,6,MCKESSON CANADA,"[""ab"",""bc"",""fd"",""mb"",""nb"",""nl"",""ns"",""on"",""qc"",""sk""]",6761,181,209483909.9,860000,MCKESSON CANADA CORPORATION
99,2024-07-11 16:09:34.052897+00,MCKESSON CANADA MCKESSON CANADA,6,MCKESSON CANADA MCKESSON CANADA,"[""bc"",""fd""]",1,3,200000,200000,Mckesson Canada / Mckesson Canada
100,2024-07-11 16:09:34.052897+00,MCKESSAN CANADA,6,MCKESSAN CANADA,"[""fd""]",1,0,28710.26,null,MCKESSAN CANADA
101,2024-07-11 16:09:34.052897+00,MCKESSEN CANADA,6,MCKESSEN CANADA,"[""fd""]",1,0,0,null,McKessen Canada
102,2024-07-11 16:09:34.052897+00,MCKESSON CA,6,MCKESSON CA,"[""fd""]",22,0,0,null,MCKESSON CA
103,2024-07-11 16:09:34.052897+00,MCKESSON,6,MCKESSON,"[""fd"",""nb""]",449,1,2178567,null,MCKESSON
5729,2024-07-31 21:57:02.898534+00,IMCKESSON CANADA,6,IMCKESSON CANADA,"[""on""]",0,1,0,null,Imckesson Canada Inc.
5730,2024-07-31 21:57:02.898534+00,MEKESSON CANADA,6,MEKESSON CANADA,"[""on""]",0,1,0,null,Mekesson Canada
5731,2024-07-31 21:57:02.898534+00,MCKESSON AUTOMATION CANADA,6,MCKESSON AUTOMATION CANADA,"[""fd""]",9,0,137710.15,null,MCKESSON AUTOMATION CANADA
5732,2024-07-31 21:57:40.134201+00,MCKESSON DISTRIBUTION PARTNERS,6,MCKESSON DISTRIBUTION PARTNERS,"[""fd""]",9,0,0,null,MCKESSON DISTRIBUTION PARTNERS
5733,2024-07-31 21:57:40.134201+00,MCKESSON SPECIALIZED DISTRIBUTION,6,MCKESSON SPECIALIZED DISTRIBUTION,"[""fd""]",51,0,3000000,null,MCKESSON SPECIALIZED DISTRIBUTION INC
5734,2024-07-31 21:57:40.134201+00,MCKESSON SPECIALTY PRESCRIPTION SERVICES,6,MCKESSON SPECIALTY PRESCRIPTION SERVICES,"[""fd""]",3,0,163402.4,null,MCKESSON SPECIALTY PRESCRIPTION SERVICES CORP
5735,2024-07-31 21:57:40.134201+00,MCKESSON SPECIALTY PRESCRIPTION SERVICES BC,6,MCKESSON SPECIALTY PRESCRIPTION SERVICES BC,"[""bc""]",1,0,6800000,6800000,MCKESSON SPECIALTY PRESCRIPTION SERVICES (B.C.) CORPORATION
105,2024-07-11 17:33:51.120943+00,BAYER,7,BAYER,"[""bc"",""fd"",""mb"",""ns"",""on"",""qc""]",14,94,78891648.45,78011701,Bayer Inc.
1017,2024-07-18 16:34:57.903871+00,BAYER CANADA,7,BAYER CANADA,"[""on""]",0,3,0,null,Bayer Inc. Canada
2069,2024-07-22 12:10:02.061125+00,BAYER CROPSCIENCE,7,BAYER CROPSCIENCE,"[""fd""]",2,20,0,null,Bayer Cropscience Inc.
2070,2024-07-22 12:10:02.061125+00,BAYER CROP SCIENCE,7,BAYER CROP SCIENCE,"[""fd""]",2,0,11760,null,Bayer Crop Science Inc
827,2024-07-16 19:20:14.916004+00,ROGERS COMMUNICATIONS CANADA,8,ROGERS COMMUNICATIONS CANADA,"[""bc"",""fd"",""qc""]",75,38,93649261.51,572495,ROGERS COMMUNICATIONS CANADA INC.
828,2024-07-16 19:20:14.916004+00,ROGERS COMMUNICATIONS,8,ROGERS COMMUNICATIONS,"[""ab"",""bc"",""fd"",""mb"",""nb"",""on"",""sk""]",52,289,4467422.55,277419.36,Rogers Communications Inc.
829,2024-07-16 19:20:14.916004+00,ROGERS CABLE COMMUNICATIONS,8,ROGERS CABLE COMMUNICATIONS,"[""fd""]",31,0,37017503.63,null,ROGERS CABLE COMMUNICATIONS INC.
