index,true_label,pred_label,record1,record2
87,0,0,COL clean_supplier_name VAL CDW CANADA COL address VAL 20 Carlson Court<br>Suite 300 COL city VAL Etobicoke COL prov VAL Ontario COL postal VAL M9W7K6 COL country VAL Canada,COL clean_supplier_name VAL AUTOMATED LOGIC CANADA COL address VAL 95 Denzil Doyle Court<br>Unit4 COL city VAL Ottawa COL prov VAL Ontario COL postal VAL K2M2G8 COL country VAL Canada
89,0,0,COL clean_supplier_name VAL ENERGY CONSTRUCCION EFICIENTE COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CO,COL clean_supplier_name VAL CIET SUSTAINABLE ENERGY TRAINING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
90,0,0,COL clean_supplier_name VAL LRL ASSOCIATES COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL JD POWER ASSOCIATES COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
92,0,0,COL clean_supplier_name VAL CEB COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL LALEMA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
93,0,0,COL clean_supplier_name VAL BDO CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL AUBRE JEANPIERRE COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
95,0,0,COL clean_supplier_name VAL CLEEVE TECHNOLOGY COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL KARIS TECHNOLOGIES COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
97,0,0,COL clean_supplier_name VAL ESRI CANADA COL address VAL 12 Concorde Place<br>Suite 900 COL city VAL Toronto COL prov VAL Ontario COL postal VAL M3C3R8 COL country VAL Canada,COL clean_supplier_name VAL A HUNDRED ANSWERS COL address VAL 340 March Road<br>Suite 200 COL city VAL Kanata COL prov VAL Ontario COL postal VAL K2K2E4 COL country VAL Canada
100,0,0,COL clean_supplier_name VAL FREEDOM DIVING SYSTEMS COL address VAL  COL city VAL  COL prov VAL  COL postal VAL V0N COL country VAL CA,COL clean_supplier_name VAL ATLANTIC DIVING SUPPLY COL address VAL 621 Lynnhaven Parkway<br>Suite 400 COL city VAL Virginia Beach COL prov VAL Virginia COL postal VAL 23452 COL country VAL United States
102,0,0,COL clean_supplier_name VAL SOLV CONSULTING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL SHM CANADA CONSULTING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
104,0,0,COL clean_supplier_name VAL CAROLANN HART COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL BARRYS BULLDOZING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
105,0,0,COL clean_supplier_name VAL SHELL AVIATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL NIGHT FLIGHT CONCEPTS COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
106,0,0,COL clean_supplier_name VAL CLEEVE TECHNOLOGY COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL KARIS TECHNOLOGIES COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
109,0,0,COL clean_supplier_name VAL SHELL AVIATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL TEXTRON AVIATION COMPANY COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL US
112,0,0,COL clean_supplier_name VAL EWOS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL ARCADIS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL L4B COL country VAL CA
114,0,0,COL clean_supplier_name VAL SOUDURE ROGER BOISVERT COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL BARRYS BULLDOZING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
116,0,0,COL clean_supplier_name VAL 174946 CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL J8V COL country VAL CA,COL clean_supplier_name VAL ADRIAN CLARK COL address VAL 1875 Peters Road COL city VAL North Vancouver COL prov VAL British Columbia COL postal VAL V7J 1Y7 COL country VAL 
117,0,0,COL clean_supplier_name VAL APDE MATANE COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL LALEMA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
118,0,0,COL clean_supplier_name VAL 3990591 CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL J8Z COL country VAL CA,COL clean_supplier_name VAL 3682021 CANADA SPORTS MAX COL address VAL  COL city VAL  COL prov VAL  COL postal VAL G0C COL country VAL CA
121,0,0,COL clean_supplier_name VAL EPIC AVIATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL VOYAGEUR AVIATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
123,0,0,COL clean_supplier_name VAL 2220742 ONTARIO COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL 1120911 ONTARIO COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
124,0,0,COL clean_supplier_name VAL INNOVATIVE ERGONOMIC SOLUTIONS COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL ERGOCENTRIC SEATING SYSTEMS COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
125,0,0,COL clean_supplier_name VAL KUEHNE NAGEL COL address VAL 77 Foster Crescent COL city VAL Mississauga COL prov VAL ON COL postal VAL L5R 0K1 COL country VAL ,"COL clean_supplier_name VAL SMITH NEPHEW COL address VAL 2280 Argentia Rd, Mississauga, ON L5N 6H8 COL city VAL  COL prov VAL  COL postal VAL  COL country VAL "
126,0,0,COL clean_supplier_name VAL JONATHAN DELANO COL address VAL  COL city VAL  COL prov VAL  COL postal VAL M4G COL country VAL CA,COL clean_supplier_name VAL MICHAEL BETZNER COL address VAL  COL city VAL  COL prov VAL  COL postal VAL T3B COL country VAL CA
127,0,0,COL clean_supplier_name VAL CAE COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL MBH COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
132,0,0,COL clean_supplier_name VAL INSA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K1N COL country VAL CA,COL clean_supplier_name VAL MESSA COMPUTING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
133,0,0,COL clean_supplier_name VAL ALS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL MEDI SURE CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
135,0,0,COL clean_supplier_name VAL 1135378 ONTARIO COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL 1120911 ONTARIO COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
136,0,0,COL clean_supplier_name VAL CH TECHNOLOGIES USA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL KARIS TECHNOLOGIES COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
137,0,0,COL clean_supplier_name VAL CORCAN COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K1P COL country VAL CA,COL clean_supplier_name VAL WOLTERS KLUWER COL address VAL  COL city VAL  COL prov VAL  COL postal VAL M2N COL country VAL CA
138,0,0,COL clean_supplier_name VAL ENERGYINTELL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL CANADIAN RENEWABLE ENERGY ASSOCIATI COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K2T COL country VAL CA
139,0,0,COL clean_supplier_name VAL AERIC COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K1P COL country VAL CA,COL clean_supplier_name VAL MICHAEL BETZNER COL address VAL  COL city VAL  COL prov VAL  COL postal VAL T3B COL country VAL CA
140,0,0,COL clean_supplier_name VAL HARBOUR AUTHORITY SLUICE POINT COL address VAL  COL city VAL  COL prov VAL  COL postal VAL B0W COL country VAL CA,COL clean_supplier_name VAL HARBOUR AUTHORITY INDIAN BAY COL address VAL  COL city VAL  COL prov VAL  COL postal VAL A0G COL country VAL CA
142,0,0,COL clean_supplier_name VAL MIREMS COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL MICHAEL BETZNER COL address VAL  COL city VAL  COL prov VAL  COL postal VAL T3B COL country VAL CA
143,0,0,COL clean_supplier_name VAL AVENIR ENERGY COL address VAL  COL city VAL  COL prov VAL  COL postal VAL M5R COL country VAL CA,COL clean_supplier_name VAL CANADIAN RENEWABLE ENERGY ASSOCIATI COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K2T COL country VAL CA
144,0,0,COL clean_supplier_name VAL FIRE PROTECTION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL KIRILA FIRE TRAINING FACILITIES COL address VAL 3007 State Route 7 COL city VAL Fowler COL prov VAL Ohio COL postal VAL 44418-9774 COL country VAL US
145,0,0,COL clean_supplier_name VAL SIEMENS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL M5W COL country VAL CA,COL clean_supplier_name VAL SIEMENS HEALTHCARE COL address VAL  COL city VAL  COL prov VAL  COL postal VAL L6H COL country VAL CA
146,0,0,COL clean_supplier_name VAL MNP COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K1Y COL country VAL CA,COL clean_supplier_name VAL CLICK NETWORKS COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K2H COL country VAL CA
147,0,0,COL clean_supplier_name VAL DATA COMMUNICATIONS MANAGEMENT COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL HITACHI DATA SYSTEMS COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
149,0,0,COL clean_supplier_name VAL CONSTRUCTION SRV COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL BROERSEN CONSTRUCTION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
