index,true_label,pred_label,record1,record2
111,1,1,COL clean_supplier_name VAL TEKSYSTEMS CANADA SOCIETY COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K1P COL country VAL CA,COL clean_supplier_name VAL TEKSYSTEMS CANADA COL address VAL 1290 Central Parkway Floor 6 COL city VAL MISSISSAUGA COL prov VAL Ontario COL postal VAL L5C 4R3 COL country VAL Canada
113,1,1,COL clean_supplier_name VAL NORTHERN MICRO COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K1G COL country VAL CA,COL clean_supplier_name VAL NORTHERN MICRO COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K1K COL country VAL CA
115,1,1,COL clean_supplier_name VAL RAMPART INTERNATIONAL COL address VAL 2574 Sheffield Road COL city VAL Ottawa COL prov VAL Ontario COL postal VAL K1B3V7 COL country VAL Canada,COL clean_supplier_name VAL RAMPART INTERNATIONAL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K1B COL country VAL CA
119,1,1,COL clean_supplier_name VAL VOYAGEUR AVIATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL P1B COL country VAL CA,COL clean_supplier_name VAL VOYAGEUR AVIATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
120,1,1,COL clean_supplier_name VAL MCKESSON CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL MCKESSON CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
122,1,1,COL clean_supplier_name VAL MICROSOFT CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL MICROSOFT CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
128,1,1,COL clean_supplier_name VAL NATIONS TRANSLATION GROUP COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K2G COL country VAL CA,COL clean_supplier_name VAL NATIONS TRANSLATION GROUP COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
129,1,1,COL clean_supplier_name VAL ALTIS HUMAN RESOURCES COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL ALTIS HUMAN RESOURCES COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
130,1,1,COL clean_supplier_name VAL 4 OFFICE AUTOMATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL 4 OFFICE AUTOMATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
131,1,1,COL clean_supplier_name VAL VWR INTERNATIONAL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL L5N COL country VAL CA,COL clean_supplier_name VAL VWR INTERNATIONAL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL M5L COL country VAL CA
134,1,1,COL clean_supplier_name VAL WESCO DISTRIBUTION CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL WESCO DISTRIBUTION CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
141,1,1,COL clean_supplier_name VAL XEROX CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL XEROX CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
148,1,1,COL clean_supplier_name VAL VWR INTERNATIONAL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL VWR INTERNATIONAL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL M5L COL country VAL CA
152,1,1,COL clean_supplier_name VAL THERMO FISHER SCIENTIFIC MISSISSAUGA COL address VAL 2845 Argentia Rd<br>Unit 4 COL city VAL Mississauga COL prov VAL Ontario COL postal VAL L5N8G6 COL country VAL Canada,COL clean_supplier_name VAL THERMO FISHER SCIENTIFIC MISSISSAUGA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
154,1,1,COL clean_supplier_name VAL 168012 CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL 168012 CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
155,1,1,COL clean_supplier_name VAL RANDSTAD INTERIM COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL RANDSTAD INTERIM COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
158,1,1,COL clean_supplier_name VAL TEKNION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL TEKNION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
159,1,1,COL clean_supplier_name VAL SHELL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL SHELL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL T2P COL country VAL CA
160,1,1,COL clean_supplier_name VAL NATIONS TRANSLATION GROUP COL address VAL  COL city VAL  COL prov VAL  COL postal VAL K2P COL country VAL CA,COL clean_supplier_name VAL NATIONS TRANSLATION GROUP COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
161,1,1,COL clean_supplier_name VAL SUTHERLAND EXCAVATING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL SUTHERLAND EXCAVATING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
163,1,1,COL clean_supplier_name VAL MICROSOFT CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL MICROSOFT CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
164,1,1,COL clean_supplier_name VAL NATIONS TRANSLATION GROUP COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL NATIONS TRANSLATION GROUP COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
165,1,1,COL clean_supplier_name VAL SIEMENS HEALTHCARE SIEMENS SANTE COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL SIEMENS HEALTHCARE COL address VAL  COL city VAL  COL prov VAL  COL postal VAL L6H COL country VAL CA
166,1,1,COL clean_supplier_name VAL MESSA COMPUTING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL MESSA COMPUTING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
169,1,1,COL clean_supplier_name VAL MICROSOFT CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL MICROSOFT CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
171,1,1,COL clean_supplier_name VAL GENERAL MOTORS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL GENERAL MOTORS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
174,1,1,COL clean_supplier_name VAL SHELL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL T2P COL country VAL CA,COL clean_supplier_name VAL SHELL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL T2P COL country VAL CA
180,1,1,COL clean_supplier_name VAL EBSCO CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL EBSCO CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
183,1,1,COL clean_supplier_name VAL GENERAL MOTORS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL GENERAL MOTORS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
185,1,1,COL clean_supplier_name VAL RANDSTAD INTERIM COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL RANDSTAD INTERIM COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
186,1,1,COL clean_supplier_name VAL RD TRAILER RENTALS COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL RD TRAILER RENTALS COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
191,1,1,COL clean_supplier_name VAL 4 OFFICE AUTOMATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL 4 OFFICE AUTOMATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
202,1,1,COL clean_supplier_name VAL VWR INTERNATIONAL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL L5N COL country VAL CA,COL clean_supplier_name VAL VWR INTERNATIONAL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL M5L COL country VAL CA
207,1,1,COL clean_supplier_name VAL RANDSTAD INTERIM COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL RANDSTAD INTERIM COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
212,1,1,COL clean_supplier_name VAL MCKESSON CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL MCKESSON CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
215,1,1,COL clean_supplier_name VAL SIMEX DEFENCE DEFENSE SIMEX COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL SIMEX DEFENCE DEFENSE SIMEX COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
217,1,1,COL clean_supplier_name VAL EBSCO CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL EBSCO CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
218,1,1,COL clean_supplier_name VAL NATIONS TRANSLATION GROUP COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL NATIONS TRANSLATION GROUP COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
223,1,1,COL clean_supplier_name VAL COSSETTE COMMUNICATION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL COSSETTE COMMUNICATIONS COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
226,1,1,COL clean_supplier_name VAL EBSCO CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL EBSCO CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
233,1,1,COL clean_supplier_name VAL RANDSTAD INTERIM COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL RANDSTAD INTERIM COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
235,1,1,COL clean_supplier_name VAL MCKESSON CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL MCKESSON CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
239,1,1,COL clean_supplier_name VAL TERVITA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL TERVITA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
244,1,1,COL clean_supplier_name VAL TEKSYSTEMS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL TEKSYSTEMS CANADA COL address VAL 1290 Central Parkway Floor 6 COL city VAL MISSISSAUGA COL prov VAL Ontario COL postal VAL L5C 4R3 COL country VAL Canada
248,1,1,COL clean_supplier_name VAL VWR INTERNATIONAL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL VWR INTERNATIONAL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL M5L COL country VAL CA
249,1,1,COL clean_supplier_name VAL BARRYS BULLDOZING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL BARRYS BULLDOZING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
255,1,1,COL clean_supplier_name VAL TEKNION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL TEKNION COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
256,1,1,COL clean_supplier_name VAL MCKESSON CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL MCKESSON CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
259,1,1,COL clean_supplier_name VAL ALTIS HUMAN RESOURCES COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL ALTIS HUMAN RESOURCES COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
260,1,1,COL clean_supplier_name VAL IRVING OIL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL IRVING OIL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
262,1,1,COL clean_supplier_name VAL OTT HYDROMET COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL US,COL clean_supplier_name VAL OTT HYDROMET COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL US
266,1,1,COL clean_supplier_name VAL SUTHERLAND EXCAVATING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL E1V COL country VAL CA,COL clean_supplier_name VAL SUTHERLAND EXCAVATING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
269,1,1,COL clean_supplier_name VAL ARCADIS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL ARCADIS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL L4B COL country VAL CA
271,1,1,COL clean_supplier_name VAL HOULE ELECTRIC COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL HOULE ELECTRIC COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
272,1,1,COL clean_supplier_name VAL MICROSOFT CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL MICROSOFT CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
273,1,1,COL clean_supplier_name VAL SHELL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL T2P COL country VAL CA,COL clean_supplier_name VAL SHELL COL address VAL  COL city VAL  COL prov VAL  COL postal VAL T2P COL country VAL CA
274,1,1,COL clean_supplier_name VAL SIMEX DEFENCE DEFENSE SIMEX COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL SIMEX DEFENCE DEFENSE SIMEX COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
276,1,1,COL clean_supplier_name VAL THERMO FISHER SCIENTIFIC MISSISSAUGA COL address VAL 2845 Argentia Rd<br>Unit 4 COL city VAL Mississauga COL prov VAL Ontario COL postal VAL L5N8G6 COL country VAL Canada,COL clean_supplier_name VAL THERMO FISHER SCIENTIFIC MISSISSAUGA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
280,1,1,COL clean_supplier_name VAL ARCADIS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL ARCADIS CANADA COL address VAL  COL city VAL  COL prov VAL  COL postal VAL L4B COL country VAL CA
282,1,1,COL clean_supplier_name VAL SHM CANADA CONSULTING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA,COL clean_supplier_name VAL SHM CANADA CONSULTING COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL CA
284,1,1,COL clean_supplier_name VAL SIMEX DEFENCE DEFENSE SIMEX COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL ,COL clean_supplier_name VAL SIMEX DEFENCE DEFENSE SIMEX COL address VAL  COL city VAL  COL prov VAL  COL postal VAL  COL country VAL 
